league,season,game,date,home_team,away_team,B365H,B365D,B365A
ITA-Serie A,1819,2019-04-03 Empoli-Napoli,2019-04-03,Empoli,Napoli,7.0,4.75,1.44
ITA-Serie A,1819,2019-04-03 Frosinone-Parma,2019-04-03,Frosinone,Parma,2.4,3.2,3.1
ITA-Serie A,1819,2019-04-03 Genoa-Inter,2019-04-03,Genoa,Inter,4.0,3.25,2.05
ITA-Serie A,1819,2019-04-03 Roma-Fiorentina,2019-04-03,Roma,Fiorentina,2.0,3.5,3.75
ITA-Serie A,1819,2019-04-03 Spal-Lazio,2019-04-03,Spal,Lazio,5.0,3.75,1.72
ITA-Serie A,1819,2019-04-03 Torino-Sampdoria,2019-04-03,Torino,Sampdoria,2.15,3.3,3.5
ITA-Serie A,1819,2019-04-04 Atalanta-Bologna,2019-04-04,Atalanta,Bologna,1.5,4.2,7.0
ITA-Serie A,1819,2019-04-04 Sassuolo-Chievo,2019-04-04,Sassuolo,Chievo,1.66,3.75,5.5
ITA-Serie A,1819,2019-04-06 Juventus-Milan,2019-04-06,Juventus,Milan,1.75,3.5,5.25
ITA-Serie A,1819,2019-04-06 Parma-Torino,2019-04-06,Parma,Torino,4.0,3.3,2.0
ITA-Serie A,1819,2019-04-06 Sampdoria-Roma,2019-04-06,Sampdoria,Roma,2.9,3.3,2.5
ITA-Serie A,1819,2019-04-07 Cagliari-Spal,2019-04-07,Cagliari,Spal,2.15,3.2,3.6
ITA-Serie A,1819,2019-04-07 Fiorentina-Frosinone,2019-04-07,Fiorentina,Frosinone,1.5,4.0,7.5
ITA-Serie A,1819,2019-04-07 Inter-Atalanta,2019-04-07,Inter,Atalanta,2.0,3.4,3.9
ITA-Serie A,1819,2019-04-07 Lazio-Sassuolo,2019-04-07,Lazio,Sassuolo,1.36,5.0,8.5
ITA-Serie A,1819,2019-04-07 Napoli-Genoa,2019-04-07,Napoli,Genoa,1.25,5.5,14.0
ITA-Serie A,1819,2019-04-07 Udinese-Empoli,2019-04-07,Udinese,Empoli,2.3,3.1,3.25
ITA-Serie A,1819,2019-04-08 Bologna-Chievo,2019-04-08,Bologna,Chievo,1.5,4.0,7.0
ITA-Serie A,1819,2019-04-13 Milan-Lazio,2019-04-13,Milan,Lazio,2.6,3.3,2.75
ITA-Serie A,1819,2019-04-13 Roma-Udinese,2019-04-13,Roma,Udinese,1.44,4.5,7.0
ITA-Serie A,1819,2019-04-13 Spal-Juventus,2019-04-13,Spal,Juventus,4.0,3.2,2.05
ITA-Serie A,1819,2019-04-14 Chievo-Napoli,2019-04-14,Chievo,Napoli,11.0,5.25,1.3
ITA-Serie A,1819,2019-04-14 Fiorentina-Bologna,2019-04-14,Fiorentina,Bologna,1.85,3.5,4.5
ITA-Serie A,1819,2019-04-14 Frosinone-Inter,2019-04-14,Frosinone,Inter,7.0,3.75,1.57
ITA-Serie A,1819,2019-04-14 Sampdoria-Genoa,2019-04-14,Sampdoria,Genoa,2.4,3.1,3.2
ITA-Serie A,1819,2019-04-14 Sassuolo-Parma,2019-04-14,Sassuolo,Parma,1.66,4.0,5.0
ITA-Serie A,1819,2019-04-14 Torino-Cagliari,2019-04-14,Torino,Cagliari,1.85,3.4,4.75
ITA-Serie A,1819,2019-04-15 Atalanta-Empoli,2019-04-15,Atalanta,Empoli,1.33,5.25,9.0
ITA-Serie A,1819,2019-04-17 Lazio-Udinese,2019-04-17,Lazio,Udinese,1.36,5.0,8.5
ITA-Serie A,1819,2019-04-20 Bologna-Sampdoria,2019-04-20,Bologna,Sampdoria,2.2,3.3,3.4
ITA-Serie A,1819,2019-04-20 Cagliari-Frosinone,2019-04-20,Cagliari,Frosinone,1.95,3.2,4.2
ITA-Serie A,1819,2019-04-20 Empoli-Spal,2019-04-20,Empoli,Spal,2.15,3.25,3.6
ITA-Serie A,1819,2019-04-20 Genoa-Torino,2019-04-20,Genoa,Torino,2.75,3.0,2.87
ITA-Serie A,1819,2019-04-20 Inter-Roma,2019-04-20,Inter,Roma,1.8,3.6,4.5
ITA-Serie A,1819,2019-04-20 Juventus-Fiorentina,2019-04-20,Juventus,Fiorentina,1.4,4.5,9.0
ITA-Serie A,1819,2019-04-20 Lazio-Chievo,2019-04-20,Lazio,Chievo,1.18,7.0,17.0
ITA-Serie A,1819,2019-04-20 Parma-Milan,2019-04-20,Parma,Milan,5.0,3.6,1.75
ITA-Serie A,1819,2019-04-20 Udinese-Sassuolo,2019-04-20,Udinese,Sassuolo,2.35,3.2,3.2
ITA-Serie A,1819,2019-04-22 Napoli-Atalanta,2019-04-22,Napoli,Atalanta,1.85,3.5,4.2
ITA-Serie A,1819,2019-04-27 Bologna-Empoli,2019-04-27,Bologna,Empoli,1.8,3.6,4.33
ITA-Serie A,1819,2019-04-27 Inter-Juventus,2019-04-27,Inter,Juventus,2.37,3.4,2.9
ITA-Serie A,1819,2019-04-27 Roma-Cagliari,2019-04-27,Roma,Cagliari,1.4,4.2,8.0
ITA-Serie A,1819,2019-04-28 Chievo-Parma,2019-04-28,Chievo,Parma,3.1,3.1,2.4
ITA-Serie A,1819,2019-04-28 Frosinone-Napoli,2019-04-28,Frosinone,Napoli,10.0,4.75,1.33
ITA-Serie A,1819,2019-04-28 Sampdoria-Lazio,2019-04-28,Sampdoria,Lazio,3.0,3.4,2.3
ITA-Serie A,1819,2019-04-28 Spal-Genoa,2019-04-28,Spal,Genoa,2.5,2.7,3.4
ITA-Serie A,1819,2019-04-28 Torino-Milan,2019-04-28,Torino,Milan,2.75,3.2,2.55
ITA-Serie A,1819,2019-04-29 Atalanta-Udinese,2019-04-29,Atalanta,Udinese,1.3,5.0,11.0
ITA-Serie A,1819,2019-04-29 Fiorentina-Sassuolo,2019-04-29,Fiorentina,Sassuolo,1.72,3.5,5.0
ITA-Serie A,1819,2019-05-03 Juventus-Torino,2019-05-03,Juventus,Torino,1.61,3.75,6.0
ITA-Serie A,1819,2019-05-04 Chievo-Spal,2019-05-04,Chievo,Spal,3.2,3.1,2.45
ITA-Serie A,1819,2019-05-04 Udinese-Inter,2019-05-04,Udinese,Inter,5.25,3.8,1.66
ITA-Serie A,1819,2019-05-05 Empoli-Fiorentina,2019-05-05,Empoli,Fiorentina,2.3,3.6,3.0
ITA-Serie A,1819,2019-05-05 Genoa-Roma,2019-05-05,Genoa,Roma,3.75,3.6,2.0
ITA-Serie A,1819,2019-05-05 Lazio-Atalanta,2019-05-05,Lazio,Atalanta,2.15,3.6,3.25
ITA-Serie A,1819,2019-05-05 Napoli-Cagliari,2019-05-05,Napoli,Cagliari,1.25,6.25,11.0
ITA-Serie A,1819,2019-05-05 Parma-Sampdoria,2019-05-05,Parma,Sampdoria,3.0,3.2,2.45
ITA-Serie A,1819,2019-05-05 Sassuolo-Frosinone,2019-05-05,Sassuolo,Frosinone,1.66,3.8,5.25
ITA-Serie A,1819,2019-05-06 Milan-Bologna,2019-05-06,Milan,Bologna,1.65,3.75,5.5
ITA-Serie A,1819,2019-05-11 Atalanta-Genoa,2019-05-11,Atalanta,Genoa,1.5,4.2,7.0
ITA-Serie A,1819,2019-05-11 Cagliari-Lazio,2019-05-11,Cagliari,Lazio,3.75,3.6,1.95
ITA-Serie A,1819,2019-05-11 Fiorentina-Milan,2019-05-11,Fiorentina,Milan,3.0,3.3,2.37
ITA-Serie A,1819,2019-05-12 Frosinone-Udinese,2019-05-12,Frosinone,Udinese,5.0,3.6,1.75
ITA-Serie A,1819,2019-05-12 Roma-Juventus,2019-05-12,Roma,Juventus,2.5,3.5,2.75
ITA-Serie A,1819,2019-05-12 Sampdoria-Empoli,2019-05-12,Sampdoria,Empoli,2.37,3.6,2.87
ITA-Serie A,1819,2019-05-12 Spal-Napoli,2019-05-12,Spal,Napoli,5.75,4.33,1.53
ITA-Serie A,1819,2019-05-12 Torino-Sassuolo,2019-05-12,Torino,Sassuolo,1.53,4.5,5.75
ITA-Serie A,1819,2019-05-13 Bologna-Parma,2019-05-13,Bologna,Parma,1.83,3.25,5.0
ITA-Serie A,1819,2019-05-13 Inter-Chievo,2019-05-13,Inter,Chievo,1.14,8.0,19.0
ITA-Serie A,1819,2019-05-18 Genoa-Cagliari,2019-05-18,Genoa,Cagliari,1.55,4.0,6.5
ITA-Serie A,1819,2019-05-18 Sassuolo-Roma,2019-05-18,Sassuolo,Roma,5.75,5.0,1.45
ITA-Serie A,1819,2019-05-18 Udinese-Spal,2019-05-18,Udinese,Spal,1.53,4.2,6.0
ITA-Serie A,1819,2019-05-19 Chievo-Sampdoria,2019-05-19,Chievo,Sampdoria,3.8,3.8,1.9
ITA-Serie A,1819,2019-05-19 Empoli-Torino,2019-05-19,Empoli,Torino,2.55,3.5,2.62
ITA-Serie A,1819,2019-05-19 Juventus-Atalanta,2019-05-19,Juventus,Atalanta,2.45,3.0,3.25
ITA-Serie A,1819,2019-05-19 Milan-Frosinone,2019-05-19,Milan,Frosinone,1.14,9.0,17.0
ITA-Serie A,1819,2019-05-19 Napoli-Inter,2019-05-19,Napoli,Inter,2.45,3.5,2.75
ITA-Serie A,1819,2019-05-19 Parma-Fiorentina,2019-05-19,Parma,Fiorentina,3.1,3.2,2.37
ITA-Serie A,1819,2019-05-20 Lazio-Bologna,2019-05-20,Lazio,Bologna,2.1,3.25,3.8
ITA-Serie A,1819,2019-05-25 Bologna-Napoli,2019-05-25,Bologna,Napoli,4.2,4.2,1.75
ITA-Serie A,1819,2019-05-25 Frosinone-Chievo,2019-05-25,Frosinone,Chievo,2.2,3.8,3.0
ITA-Serie A,1819,2019-05-26 Atalanta-Sassuolo,2019-05-26,Atalanta,Sassuolo,1.2,7.0,11.0
ITA-Serie A,1819,2019-05-26 Cagliari-Udinese,2019-05-26,Cagliari,Udinese,2.25,3.5,3.0
ITA-Serie A,1819,2019-05-26 Fiorentina-Genoa,2019-05-26,Fiorentina,Genoa,2.37,2.4,4.33
ITA-Serie A,1819,2019-05-26 Inter-Empoli,2019-05-26,Inter,Empoli,1.36,5.0,8.0
ITA-Serie A,1819,2019-05-26 Roma-Parma,2019-05-26,Roma,Parma,1.18,7.0,13.0
ITA-Serie A,1819,2019-05-26 Sampdoria-Juventus,2019-05-26,Sampdoria,Juventus,3.8,3.8,1.85
ITA-Serie A,1819,2019-05-26 Spal-Milan,2019-05-26,Spal,Milan,6.5,4.75,1.44
ITA-Serie A,1819,2019-05-26 Torino-Lazio,2019-05-26,Torino,Lazio,2.15,3.75,3.0
ITA-Serie A,1920,2019-08-24 Fiorentina-Napoli,2019-08-24,Fiorentina,Napoli,4.75,3.75,1.72
ITA-Serie A,1920,2019-08-24 Parma-Juventus,2019-08-24,Parma,Juventus,9.0,5.25,1.33
ITA-Serie A,1920,2019-08-25 Cagliari-Brescia,2019-08-25,Cagliari,Brescia,1.83,3.6,4.33
ITA-Serie A,1920,2019-08-25 Roma-Genoa,2019-08-25,Roma,Genoa,1.45,4.2,8.0
ITA-Serie A,1920,2019-08-25 Sampdoria-Lazio,2019-08-25,Sampdoria,Lazio,3.5,3.4,2.05
ITA-Serie A,1920,2019-08-25 Spal-Atalanta,2019-08-25,Spal,Atalanta,4.75,3.75,1.72
ITA-Serie A,1920,2019-08-25 Torino-Sassuolo,2019-08-25,Torino,Sassuolo,1.85,3.5,4.33
ITA-Serie A,1920,2019-08-25 Udinese-Milan,2019-08-25,Udinese,Milan,3.75,3.3,2.05
ITA-Serie A,1920,2019-08-25 Verona-Bologna,2019-08-25,Verona,Bologna,3.4,3.2,2.25
ITA-Serie A,1920,2019-08-26 Inter-Lecce,2019-08-26,Inter,Lecce,1.22,6.25,13.0
ITA-Serie A,1920,2019-08-30 Bologna-Spal,2019-08-30,Bologna,Spal,1.8,3.5,4.6
ITA-Serie A,1920,2019-08-31 Juventus-Napoli,2019-08-31,Juventus,Napoli,1.95,3.4,4.2
ITA-Serie A,1920,2019-08-31 Milan-Brescia,2019-08-31,Milan,Brescia,1.44,4.33,8.0
ITA-Serie A,1920,2019-09-01 Atalanta-Torino,2019-09-01,Atalanta,Torino,1.57,4.0,5.75
ITA-Serie A,1920,2019-09-01 Cagliari-Inter,2019-09-01,Cagliari,Inter,5.5,3.75,1.66
ITA-Serie A,1920,2019-09-01 Genoa-Fiorentina,2019-09-01,Genoa,Fiorentina,2.62,3.3,2.75
ITA-Serie A,1920,2019-09-01 Lazio-Roma,2019-09-01,Lazio,Roma,2.15,3.6,3.3
ITA-Serie A,1920,2019-09-01 Lecce-Verona,2019-09-01,Lecce,Verona,1.95,3.5,3.8
ITA-Serie A,1920,2019-09-01 Sassuolo-Sampdoria,2019-09-01,Sassuolo,Sampdoria,2.25,3.4,3.2
ITA-Serie A,1920,2019-09-01 Udinese-Parma,2019-09-01,Udinese,Parma,2.05,3.4,3.75
ITA-Serie A,1920,2019-09-14 Fiorentina-Juventus,2019-09-14,Fiorentina,Juventus,4.75,3.8,1.72
ITA-Serie A,1920,2019-09-14 Inter-Udinese,2019-09-14,Inter,Udinese,1.33,5.25,9.0
ITA-Serie A,1920,2019-09-14 Napoli-Sampdoria,2019-09-14,Napoli,Sampdoria,1.25,6.5,10.0
ITA-Serie A,1920,2019-09-15 Brescia-Bologna,2019-09-15,Brescia,Bologna,3.0,3.3,2.4
ITA-Serie A,1920,2019-09-15 Genoa-Atalanta,2019-09-15,Genoa,Atalanta,3.4,3.8,2.0
ITA-Serie A,1920,2019-09-15 Parma-Cagliari,2019-09-15,Parma,Cagliari,2.25,3.25,3.3
ITA-Serie A,1920,2019-09-15 Roma-Sassuolo,2019-09-15,Roma,Sassuolo,1.65,4.2,4.75
ITA-Serie A,1920,2019-09-15 Spal-Lazio,2019-09-15,Spal,Lazio,6.0,4.0,1.57
ITA-Serie A,1920,2019-09-15 Verona-Milan,2019-09-15,Verona,Milan,5.5,3.8,1.61
ITA-Serie A,1920,2019-09-16 Torino-Lecce,2019-09-16,Torino,Lecce,1.5,4.33,6.5
ITA-Serie A,1920,2019-09-20 Cagliari-Genoa,2019-09-20,Cagliari,Genoa,2.75,3.4,2.55
ITA-Serie A,1920,2019-09-21 Juventus-Verona,2019-09-21,Juventus,Verona,1.14,8.0,19.0
ITA-Serie A,1920,2019-09-21 Milan-Inter,2019-09-21,Milan,Inter,3.4,3.3,2.2
ITA-Serie A,1920,2019-09-21 Udinese-Brescia,2019-09-21,Udinese,Brescia,1.9,3.5,4.2
ITA-Serie A,1920,2019-09-22 Atalanta-Fiorentina,2019-09-22,Atalanta,Fiorentina,2.05,3.6,3.5
ITA-Serie A,1920,2019-09-22 Bologna-Roma,2019-09-22,Bologna,Roma,2.87,3.3,2.5
ITA-Serie A,1920,2019-09-22 Lazio-Parma,2019-09-22,Lazio,Parma,1.3,5.5,10.0
ITA-Serie A,1920,2019-09-22 Lecce-Napoli,2019-09-22,Lecce,Napoli,9.0,5.25,1.33
ITA-Serie A,1920,2019-09-22 Sampdoria-Torino,2019-09-22,Sampdoria,Torino,2.6,3.4,2.7
ITA-Serie A,1920,2019-09-22 Sassuolo-Spal,2019-09-22,Sassuolo,Spal,1.95,3.3,4.2
ITA-Serie A,1920,2019-09-24 Brescia-Juventus,2019-09-24,Brescia,Juventus,6.5,4.1,1.53
ITA-Serie A,1920,2019-09-24 Verona-Udinese,2019-09-24,Verona,Udinese,2.5,3.3,2.87
ITA-Serie A,1920,2019-09-25 Fiorentina-Sampdoria,2019-09-25,Fiorentina,Sampdoria,1.7,4.0,4.75
ITA-Serie A,1920,2019-09-25 Genoa-Bologna,2019-09-25,Genoa,Bologna,2.37,3.5,2.87
ITA-Serie A,1920,2019-09-25 Inter-Lazio,2019-09-25,Inter,Lazio,2.0,3.5,3.75
ITA-Serie A,1920,2019-09-25 Napoli-Cagliari,2019-09-25,Napoli,Cagliari,1.2,7.0,13.0
ITA-Serie A,1920,2019-09-25 Parma-Sassuolo,2019-09-25,Parma,Sassuolo,2.5,3.5,2.75
ITA-Serie A,1920,2019-09-25 Roma-Atalanta,2019-09-25,Roma,Atalanta,2.2,3.8,3.0
ITA-Serie A,1920,2019-09-25 Spal-Lecce,2019-09-25,Spal,Lecce,1.95,3.6,4.0
ITA-Serie A,1920,2019-09-26 Torino-Milan,2019-09-26,Torino,Milan,2.3,3.25,3.1
ITA-Serie A,1920,2019-09-28 Juventus-Spal,2019-09-28,Juventus,Spal,1.22,6.0,13.0
ITA-Serie A,1920,2019-09-28 Sampdoria-Inter,2019-09-28,Sampdoria,Inter,5.25,3.8,1.65
ITA-Serie A,1920,2019-09-28 Sassuolo-Atalanta,2019-09-28,Sassuolo,Atalanta,3.5,3.6,2.05
ITA-Serie A,1920,2019-09-29 Cagliari-Verona,2019-09-29,Cagliari,Verona,2.05,3.3,3.75
ITA-Serie A,1920,2019-09-29 Lazio-Genoa,2019-09-29,Lazio,Genoa,1.44,4.75,7.0
ITA-Serie A,1920,2019-09-29 Lecce-Roma,2019-09-29,Lecce,Roma,4.2,4.0,1.75
ITA-Serie A,1920,2019-09-29 Milan-Fiorentina,2019-09-29,Milan,Fiorentina,2.25,3.2,3.3
ITA-Serie A,1920,2019-09-29 Napoli-Brescia,2019-09-29,Napoli,Brescia,1.25,6.0,12.0
ITA-Serie A,1920,2019-09-29 Udinese-Bologna,2019-09-29,Udinese,Bologna,2.87,3.2,2.55
ITA-Serie A,1920,2019-09-30 Parma-Torino,2019-09-30,Parma,Torino,3.1,3.4,2.3
ITA-Serie A,1920,2019-10-05 Genoa-Milan,2019-10-05,Genoa,Milan,3.0,3.2,2.5
ITA-Serie A,1920,2019-10-05 Spal-Parma,2019-10-05,Spal,Parma,2.37,3.3,3.1
ITA-Serie A,1920,2019-10-05 Verona-Sampdoria,2019-10-05,Verona,Sampdoria,2.4,3.25,3.0
ITA-Serie A,1920,2019-10-06 Atalanta-Lecce,2019-10-06,Atalanta,Lecce,1.25,6.0,10.0
ITA-Serie A,1920,2019-10-06 Bologna-Lazio,2019-10-06,Bologna,Lazio,3.3,3.75,2.1
ITA-Serie A,1920,2019-10-06 Fiorentina-Udinese,2019-10-06,Fiorentina,Udinese,1.55,4.0,6.5
ITA-Serie A,1920,2019-10-06 Inter-Juventus,2019-10-06,Inter,Juventus,2.6,3.2,2.8
ITA-Serie A,1920,2019-10-06 Roma-Cagliari,2019-10-06,Roma,Cagliari,1.44,4.75,7.0
ITA-Serie A,1920,2019-10-06 Torino-Napoli,2019-10-06,Torino,Napoli,4.0,3.8,1.83
ITA-Serie A,1920,2019-10-19 Juventus-Bologna,2019-10-19,Juventus,Bologna,1.3,5.25,10.0
ITA-Serie A,1920,2019-10-19 Lazio-Atalanta,2019-10-19,Lazio,Atalanta,2.2,3.75,3.1
ITA-Serie A,1920,2019-10-19 Napoli-Verona,2019-10-19,Napoli,Verona,1.22,6.5,13.0
ITA-Serie A,1920,2019-10-20 Cagliari-Spal,2019-10-20,Cagliari,Spal,2.1,3.3,3.75
ITA-Serie A,1920,2019-10-20 Milan-Lecce,2019-10-20,Milan,Lecce,1.4,4.75,8.0
ITA-Serie A,1920,2019-10-20 Parma-Genoa,2019-10-20,Parma,Genoa,2.45,3.25,3.0
ITA-Serie A,1920,2019-10-20 Sampdoria-Roma,2019-10-20,Sampdoria,Roma,3.3,3.6,2.15
ITA-Serie A,1920,2019-10-20 Sassuolo-Inter,2019-10-20,Sassuolo,Inter,5.25,3.6,1.72
ITA-Serie A,1920,2019-10-20 Udinese-Torino,2019-10-20,Udinese,Torino,2.87,3.2,2.6
ITA-Serie A,1920,2019-10-21 Brescia-Fiorentina,2019-10-21,Brescia,Fiorentina,3.75,3.4,2.05
ITA-Serie A,1920,2019-10-25 Verona-Sassuolo,2019-10-25,Verona,Sassuolo,2.4,3.4,3.0
ITA-Serie A,1920,2019-10-26 Genoa-Brescia,2019-10-26,Genoa,Brescia,1.9,3.6,4.0
ITA-Serie A,1920,2019-10-26 Inter-Parma,2019-10-26,Inter,Parma,1.28,5.5,11.0
ITA-Serie A,1920,2019-10-26 Lecce-Juventus,2019-10-26,Lecce,Juventus,9.0,5.75,1.3
ITA-Serie A,1920,2019-10-27 Atalanta-Udinese,2019-10-27,Atalanta,Udinese,1.4,5.0,7.5
ITA-Serie A,1920,2019-10-27 Bologna-Sampdoria,2019-10-27,Bologna,Sampdoria,1.9,3.8,3.8
ITA-Serie A,1920,2019-10-27 Fiorentina-Lazio,2019-10-27,Fiorentina,Lazio,2.4,3.5,2.87
ITA-Serie A,1920,2019-10-27 Roma-Milan,2019-10-27,Roma,Milan,2.15,3.4,3.4
ITA-Serie A,1920,2019-10-27 Spal-Napoli,2019-10-27,Spal,Napoli,7.5,4.5,1.44
ITA-Serie A,1920,2019-10-27 Torino-Cagliari,2019-10-27,Torino,Cagliari,1.75,3.75,4.75
ITA-Serie A,1920,2019-10-29 Brescia-Inter,2019-10-29,Brescia,Inter,6.5,4.33,1.5
ITA-Serie A,1920,2019-10-29 Parma-Verona,2019-10-29,Parma,Verona,2.75,3.1,2.75
ITA-Serie A,1920,2019-10-30 Cagliari-Bologna,2019-10-30,Cagliari,Bologna,2.7,3.3,2.62
ITA-Serie A,1920,2019-10-30 Juventus-Genoa,2019-10-30,Juventus,Genoa,1.28,5.25,12.0
ITA-Serie A,1920,2019-10-30 Lazio-Torino,2019-10-30,Lazio,Torino,1.57,4.2,5.75
ITA-Serie A,1920,2019-10-30 Napoli-Atalanta,2019-10-30,Napoli,Atalanta,2.0,3.75,3.5
ITA-Serie A,1920,2019-10-30 Sampdoria-Lecce,2019-10-30,Sampdoria,Lecce,1.66,4.0,4.75
ITA-Serie A,1920,2019-10-30 Sassuolo-Fiorentina,2019-10-30,Sassuolo,Fiorentina,2.87,3.5,2.4
ITA-Serie A,1920,2019-10-30 Udinese-Roma,2019-10-30,Udinese,Roma,4.0,3.5,1.95
ITA-Serie A,1920,2019-10-31 Milan-Spal,2019-10-31,Milan,Spal,1.45,4.2,8.0
ITA-Serie A,1920,2019-11-02 Bologna-Inter,2019-11-02,Bologna,Inter,3.75,3.6,2.0
ITA-Serie A,1920,2019-11-02 Roma-Napoli,2019-11-02,Roma,Napoli,2.75,3.6,2.45
ITA-Serie A,1920,2019-11-02 Torino-Juventus,2019-11-02,Torino,Juventus,7.0,4.2,1.5
ITA-Serie A,1920,2019-11-03 Atalanta-Cagliari,2019-11-03,Atalanta,Cagliari,1.28,5.5,11.0
ITA-Serie A,1920,2019-11-03 Fiorentina-Parma,2019-11-03,Fiorentina,Parma,1.5,4.33,6.5
ITA-Serie A,1920,2019-11-03 Genoa-Udinese,2019-11-03,Genoa,Udinese,1.9,3.4,4.2
ITA-Serie A,1920,2019-11-03 Lecce-Sassuolo,2019-11-03,Lecce,Sassuolo,2.6,3.4,2.6
ITA-Serie A,1920,2019-11-03 Milan-Lazio,2019-11-03,Milan,Lazio,3.1,3.2,2.37
ITA-Serie A,1920,2019-11-03 Verona-Brescia,2019-11-03,Verona,Brescia,2.15,3.3,3.5
ITA-Serie A,1920,2019-11-04 Spal-Sampdoria,2019-11-04,Spal,Sampdoria,2.62,3.3,2.7
ITA-Serie A,1920,2019-11-08 Sassuolo-Bologna,2019-11-08,Sassuolo,Bologna,2.7,3.5,2.55
ITA-Serie A,1920,2019-11-09 Brescia-Torino,2019-11-09,Brescia,Torino,2.8,3.3,2.55
ITA-Serie A,1920,2019-11-09 Inter-Verona,2019-11-09,Inter,Verona,1.33,5.25,9.5
ITA-Serie A,1920,2019-11-09 Napoli-Genoa,2019-11-09,Napoli,Genoa,1.4,5.0,7.0
ITA-Serie A,1920,2019-11-10 Cagliari-Fiorentina,2019-11-10,Cagliari,Fiorentina,2.9,3.4,2.37
ITA-Serie A,1920,2019-11-10 Juventus-Milan,2019-11-10,Juventus,Milan,1.4,4.75,8.0
ITA-Serie A,1920,2019-11-10 Lazio-Lecce,2019-11-10,Lazio,Lecce,1.25,6.5,11.0
ITA-Serie A,1920,2019-11-10 Parma-Roma,2019-11-10,Parma,Roma,4.0,3.6,1.9
ITA-Serie A,1920,2019-11-10 Sampdoria-Atalanta,2019-11-10,Sampdoria,Atalanta,4.0,3.6,1.9
ITA-Serie A,1920,2019-11-10 Udinese-Spal,2019-11-10,Udinese,Spal,2.1,3.2,3.8
ITA-Serie A,1920,2019-11-23 Atalanta-Juventus,2019-11-23,Atalanta,Juventus,2.6,3.5,2.6
ITA-Serie A,1920,2019-11-23 Milan-Napoli,2019-11-23,Milan,Napoli,3.2,3.4,2.25
ITA-Serie A,1920,2019-11-23 Torino-Inter,2019-11-23,Torino,Inter,4.5,3.6,1.83
ITA-Serie A,1920,2019-11-24 Bologna-Parma,2019-11-24,Bologna,Parma,1.75,3.9,4.5
ITA-Serie A,1920,2019-11-24 Roma-Brescia,2019-11-24,Roma,Brescia,1.33,5.0,9.5
ITA-Serie A,1920,2019-11-24 Sampdoria-Udinese,2019-11-24,Sampdoria,Udinese,2.15,3.25,3.6
ITA-Serie A,1920,2019-11-24 Sassuolo-Lazio,2019-11-24,Sassuolo,Lazio,4.5,4.0,1.72
ITA-Serie A,1920,2019-11-24 Verona-Fiorentina,2019-11-24,Verona,Fiorentina,3.25,3.25,2.3
ITA-Serie A,1920,2019-11-25 Lecce-Cagliari,2019-11-25,Lecce,Cagliari,3.3,3.5,2.15
ITA-Serie A,1920,2019-11-25 Spal-Genoa,2019-11-25,Spal,Genoa,2.6,3.1,2.9
ITA-Serie A,1920,2019-11-30 Brescia-Atalanta,2019-11-30,Brescia,Atalanta,6.5,4.5,1.5
ITA-Serie A,1920,2019-11-30 Fiorentina-Lecce,2019-11-30,Fiorentina,Lecce,1.4,4.75,7.5
ITA-Serie A,1920,2019-11-30 Genoa-Torino,2019-11-30,Genoa,Torino,2.37,3.3,3.0
ITA-Serie A,1920,2019-12-01 Inter-Spal,2019-12-01,Inter,Spal,1.28,5.75,10.0
ITA-Serie A,1920,2019-12-01 Juventus-Sassuolo,2019-12-01,Juventus,Sassuolo,1.22,6.5,11.0
ITA-Serie A,1920,2019-12-01 Lazio-Udinese,2019-12-01,Lazio,Udinese,1.3,5.5,10.0
ITA-Serie A,1920,2019-12-01 Napoli-Bologna,2019-12-01,Napoli,Bologna,1.45,4.5,7.0
ITA-Serie A,1920,2019-12-01 Parma-Milan,2019-12-01,Parma,Milan,3.6,3.4,2.1
ITA-Serie A,1920,2019-12-01 Verona-Roma,2019-12-01,Verona,Roma,4.33,3.5,1.85
ITA-Serie A,1920,2019-12-02 Cagliari-Sampdoria,2019-12-02,Cagliari,Sampdoria,2.1,3.3,3.6
ITA-Serie A,1920,2019-12-06 Inter-Roma,2019-12-06,Inter,Roma,1.9,3.8,3.8
ITA-Serie A,1920,2019-12-07 Atalanta-Verona,2019-12-07,Atalanta,Verona,1.33,5.25,9.0
ITA-Serie A,1920,2019-12-07 Lazio-Juventus,2019-12-07,Lazio,Juventus,2.9,3.3,2.4
ITA-Serie A,1920,2019-12-07 Udinese-Napoli,2019-12-07,Udinese,Napoli,5.5,3.8,1.65
ITA-Serie A,1920,2019-12-08 Bologna-Milan,2019-12-08,Bologna,Milan,2.87,3.3,2.5
ITA-Serie A,1920,2019-12-08 Lecce-Genoa,2019-12-08,Lecce,Genoa,2.7,3.4,2.62
ITA-Serie A,1920,2019-12-08 Sampdoria-Parma,2019-12-08,Sampdoria,Parma,2.05,3.3,3.8
ITA-Serie A,1920,2019-12-08 Sassuolo-Cagliari,2019-12-08,Sassuolo,Cagliari,2.37,3.5,2.9
ITA-Serie A,1920,2019-12-08 Spal-Brescia,2019-12-08,Spal,Brescia,2.05,3.4,3.8
ITA-Serie A,1920,2019-12-08 Torino-Fiorentina,2019-12-08,Torino,Fiorentina,2.4,3.2,3.0
ITA-Serie A,1920,2019-12-14 Brescia-Lecce,2019-12-14,Brescia,Lecce,2.0,3.75,3.6
